DateTime,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Zone 1 Power Consumption,Zone 2  Power Consumption,Zone 3  Power Consumption
8/9/2017 21:40,29.5,50.92,4.904,0.08,0.074,46501.93119,34403.37909,35685.51724
8/9/2017 21:50,29.3,52.38,4.907,0.106,0.1,45984.10655,34122.06969,35408.65204
8/9/2017 22:00,29.08,53.32,4.904,0.121,0.078,45690.0333,33806.54699,35583.19749
8/9/2017 22:10,29,53.48,4.907,0.077,0.107,45242.53052,33312.3548,35781.81818
8/9/2017 22:20,28.89,53.58,4.906,0.091,0.111,44628.81243,32840.97149,35396.61442
8/9/2017 22:30,28.83,53.52,4.906,0.124,0.089,43995.91565,32449.41922,34608.15047
8/9/2017 22:40,28.79,53.38,4.907,0.11,0.074,43005.01665,31985.63886,34150.721
8/9/2017 22:50,28.69,53.82,4.908,0.077,0.119,42404.08435,31784.16051,33747.46082
8/9/2017 23:00,28.58,54.18,4.9,0.088,0.115,41310.899,30617.10665,32995.10972
8/9/2017 23:10,28.43,54.38,4.902,0.084,0.126,40454.25083,30438.43717,32760.37618
8/9/2017 23:20,28.31,54.82,4.906,0.102,0.063,39795.78246,29963.25238,32549.71787
8/9/2017 23:30,28.37,53.88,4.905,0.11,0.085,38977.49168,29396.8321,32014.04389
8/9/2017 23:40,28.42,52.85,4.906,0.102,0.089,37973.80688,28963.46357,31478.36991
8/9/2017 23:50,28.28,53.98,4.907,0.106,0.085,37213.05216,28397.04329,30382.94671
8/10/2017 0:00,28.09,54.85,4.901,0.102,0.052,35972.83019,27233.79092,29528.27586
8/10/2017 0:10,28.02,55.62,4.903,0.106,0.089,35180.11099,26982.89335,29106.95925
8/10/2017 0:20,27.82,56.32,4.904,0.106,0.104,34649.50055,26625.55438,28571.28527
8/10/2017 0:30,27.68,56.85,4.904,0.066,0.144,33882.35294,26074.34002,28180.0627
8/10/2017 0:40,27.72,56.29,4.905,0.117,0.052,33338.95671,25450.89757,27626.33229
8/10/2017 0:50,27.68,55.85,4.905,0.106,0.082,32891.45394,25063.14678,27132.78997
8/10/2017 1:00,27.62,56.22,4.9,0.099,0.082,32232.98557,24644.98416,26518.87147
8/10/2017 1:10,27.52,56.39,4.902,0.095,0.119,31740.73252,24185.00528,25995.23511
8/10/2017 1:20,27.67,55.39,4.901,0.099,0.104,31548.94562,23736.43083,25465.57994
8/10/2017 1:30,27.71,54.75,4.904,0.121,0.059,31146.19312,23557.76135,25044.26332
8/10/2017 1:40,27.64,55.02,4.907,0.117,0.037,30743.44062,23074.9736,24430.34483
8/10/2017 1:50,27.48,56.15,4.903,0.121,0.052,30481.33185,23074.9736,23635.86207
8/10/2017 2:00,27.44,56.02,4.902,0.106,0.096,29880.39956,22919.11299,23021.94357
8/10/2017 2:10,27.35,56.55,4.902,0.121,0.104,29407.32519,22417.31785,22672.85266
8/10/2017 2:20,27.17,58.59,4.904,0.117,0.074,29215.53829,22303.2735,22347.83699
8/10/2017 2:30,26.74,59.89,4.901,0.128,0.048,29004.5727,21812.88279,22173.29154
8/10/2017 2:40,26.64,59.62,4.903,0.095,0.122,28697.71365,21805.27983,21908.46395
8/10/2017 2:50,26.56,59.32,4.903,0.102,0.085,28755.24972,21580.99261,21661.69279
8/10/2017 3:00,26.54,59.35,4.902,0.11,0.104,28512.31964,21440.33791,21451.03448
8/10/2017 3:10,26.54,59.32,4.903,0.091,0.085,28448.39068,21352.90391,21270.47022
8/10/2017 3:20,26.62,58.42,4.902,0.08,0.081,28499.53385,21140.02112,21138.05643
8/10/2017 3:30,26.62,57.85,4.901,0.113,0.078,28365.28302,21006.96938,21083.88715
8/10/2017 3:40,26.66,57.15,4.903,0.102,0.085,28378.06881,21025.97677,21071.84953
8/10/2017 3:50,26.62,57.12,4.903,0.08,0.074,28697.71365,21219.85216,21372.78997
8/10/2017 4:00,26.83,56.95,4.905,0.102,0.089,28800,21649.41922,21204.26332
8/10/2017 4:10,27.01,53.95,4.902,0.088,0.093,28467.56937,21113.41077,21011.66144
8/10/2017 4:20,27.02,53.92,4.902,0.113,0.089,28333.31853,20942.34424,20776.9279
8/10/2017 4:30,26.91,54.22,4.903,0.088,0.107,28505.92675,20873.91763,20265.32915
8/10/2017 4:40,26.89,54.25,4.903,0.08,0.126,28237.42508,20508.97571,20000.50157
8/10/2017 4:50,26.79,55.29,4.905,0.128,0.093,27521.42064,20151.63675,19428.71473
8/10/2017 5:00,26.76,55.59,4.903,0.113,0.111,26166.12653,19235.48046,18995.3605
8/10/2017 5:10,26.69,57.22,4.904,0.069,0.111,24772.47503,18300.31679,18363.38558
8/10/2017 5:20,26.44,59.42,4.902,0.077,0.152,24011.72031,17916.36748,17478.62069
8/10/2017 5:30,26.23,61.22,4.903,0.099,0.133,23455.53829,17308.13094,16714.23197
8/10/2017 5:40,26.09,62.92,4.9,0.095,0.104,23212.60821,17087.6452,16124.38871
8/10/2017 5:50,25.79,64.55,4.9,0.08,0.089,23103.92897,17064.83633,15600.75235
8/10/2017 6:00,25.54,65.02,4.904,0.08,0.1,23417.18091,17361.35164,15540.56426
8/10/2017 6:10,25.41,66.32,4.902,0.124,0.144,23327.68036,17471.59451,15763.26019
8/10/2017 6:20,25.3,66.56,4.902,0.417,0.3,23851.89789,17749.10243,16022.06897
8/10/2017 6:30,25.29,66.16,4.903,1.579,1.215,24344.15094,17832.73495,16142.44514
8/10/2017 6:40,25.49,65.06,4.902,5.107,4.171,24612.65261,18022.80887,16316.9906
8/10/2017 6:50,25.54,63.62,4.903,9.87,8.12,24817.22531,18661.45723,16497.55486
8/10/2017 7:00,25.52,63.59,4.903,17.18,13.19,25520.44395,19159.4509,16756.36364
8/10/2017 7:10,25.61,62.59,4.901,28.14,21.03,25999.91121,19885.53326,17147.58621
8/10/2017 7:20,25.6,62.92,4.903,29.37,22.04,27323.24084,20109.82049,17629.09091
8/10/2017 7:30,25.54,63.49,4.904,25.01,18.73,27553.38513,21166.63147,18881.00313
8/10/2017 7:40,25.5,63.55,4.902,41.7,31.42,27540.59933,21896.51531,19585.20376
8/10/2017 7:50,25.7,62.99,4.903,75.2,56.7,27962.53052,22504.75185,20102.82132
8/10/2017 8:00,25.76,62.65,4.904,92.3,69.74,28614.60599,22964.73073,20662.57053
8/10/2017 8:10,25.92,62.39,4.901,112,83.8,29324.21754,23869.48258,21101.94357
8/10/2017 8:20,26.35,61.12,4.901,147.8,106.2,29950.72142,24382.68215,21691.78683
8/10/2017 8:30,26.89,57.39,4.902,201.7,139.4,30813.76249,24774.23442,22305.70533
8/10/2017 8:40,27.19,56.52,4.902,185.3,131.9,31651.23196,25291.23548,22690.90909
8/10/2017 8:50,27.24,56.92,4.903,164.6,121.2,31964.48391,25595.35375,23256.67712
8/10/2017 9:00,27.11,57.89,4.903,164.7,125.5,32846.70366,25819.64097,23653.9185
8/10/2017 9:10,27.03,59.42,4.903,187.2,146.8,33498.77913,26838.43717,23744.20063
8/10/2017 9:20,27.03,60.39,4.901,209.8,161,33895.13873,27229.98944,24015.04702
8/10/2017 9:30,27.02,60.32,4.902,195.3,151.7,31958.09101,27484.68849,24382.19436
8/10/2017 9:40,27.14,60.25,4.902,182.6,142.9,30647.54717,28153.74868,24767.39812
8/10/2017 9:50,27.18,60.09,4.904,168.2,130.7,31990.05549,28081.52059,24833.60502
8/10/2017 10:00,27.38,59.05,4.902,177,135.9,34457.71365,26766.20908,24797.49216
8/10/2017 10:10,27.6,57.95,4.903,212.8,159.4,35992.00888,27340.23231,25008.15047
8/10/2017 10:20,27.77,57.39,4.903,234.9,172.9,38152.80799,27598.73284,24972.03762
8/10/2017 10:30,27.92,55.19,4.902,255,192.9,39092.56382,27899.04963,25116.48903
8/10/2017 10:40,27.99,55.59,4.903,315.4,239.5,39923.6404,28305.80781,25718.36991
8/10/2017 10:50,28.13,55.85,4.902,395.5,265.1,40364.75028,28389.44034,26404.51411
8/10/2017 11:00,28.43,54.88,4.903,385.1,266.8,41163.86238,28473.07286,26500.81505
8/10/2017 11:10,28.62,53.98,4.904,606.9,290.1,41483.50721,28754.38226,26759.62382
8/10/2017 11:20,29.04,53.45,4.903,636.1,252.8,41585.79356,29115.5227,27150.84639
8/10/2017 11:30,29.3,52.55,4.9,576.6,267.1,41790.36626,29164.94192,27259.18495
8/10/2017 11:40,29.67,50.65,4.901,537.3,288.7,41783.97336,29153.53749,27229.09091
8/10/2017 11:50,29.95,49.55,4.906,722,228.3,41943.79578,29461.45723,27481.88088
8/10/2017 12:00,30.29,49.02,4.904,827,156.2,41994.93896,29704.75185,27632.3511
8/10/2017 12:10,31.02,47.15,4.905,819,121.7,42173.94007,29507.07497,27830.97179
8/10/2017 12:20,31.8,44.25,4.904,813,111.3,42327.36959,29670.53854,27873.10345
8/10/2017 12:30,32.63,41.51,4.902,825,114.7,42212.29745,29689.54593,28065.70533
8/10/2017 12:40,33.25,31.88,4.906,824,106.4,41796.75916,29647.72967,28155.98746
8/10/2017 12:50,33.45,32.34,4.907,833,107.4,41924.61709,29393.03062,28336.55172
8/10/2017 13:00,33.68,32.21,4.905,839,108.1,42058.86792,29499.47202,28240.25078
8/10/2017 13:10,34.37,30.88,4.903,858,121.1,42308.1909,29412.03801,28390.721
8/10/2017 13:20,34.58,30.54,4.905,896,153.9,42320.97669,29579.30306,28390.721
8/10/2017 13:30,34.94,29.84,4.903,705,203.1,42180.33296,29799.78881,28366.64577
8/10/2017 13:40,35.19,29.08,4.907,679.8,217.7,42257.04772,29697.14889,28143.94984
8/10/2017 13:50,35.44,28.61,4.908,766,243.2,41899.0455,29784.58289,28053.66771
8/10/2017 14:00,35.54,28.94,4.908,846,153.1,41924.61709,29594.50898,28011.53605
8/10/2017 14:10,35.89,28.01,4.908,747,140.9,41720.0444,29731.3622,27843.0094
8/10/2017 14:20,35.81,26.81,4.907,729,138.1,41892.65261,29598.31045,27788.84013
8/10/2017 14:30,34.89,37.45,4.907,708,156.5,41662.50832,29632.52376,27578.18182
8/10/2017 14:40,33.32,39.05,4.909,845,169,41509.0788,29202.95671,27614.29467
8/10/2017 14:50,33.08,39.91,4.907,812,155.2,41310.899,29024.28722,27542.06897
8/10/2017 15:00,33.11,40.68,4.906,622.4,187.6,41106.3263,28993.8754,27620.31348
8/10/2017 15:10,32.78,40.88,4.905,572.8,224.3,41144.68368,28731.57339,27403.63636
8/10/2017 15:20,32.45,41.38,4.906,464.1,250.1,40818.64595,28758.18374,27469.84326
8/10/2017 15:30,32.55,41.38,4.904,623.7,284.9,40569.32297,28495.88173,27481.88088
8/10/2017 15:40,32.62,40.31,4.904,675.5,264.9,40620.46615,28454.06547,27391.59875
8/10/2017 15:50,32.54,40.65,4.909,572.5,247.7,40236.89234,28203.1679,26964.26332
8/10/2017 16:00,32.34,41.38,4.908,429.9,236.9,39974.78357,27891.44667,27138.80878
8/10/2017 16:10,31.99,41.95,4.905,420.1,228,39904.46171,27990.28511,27343.44828
8/10/2017 16:20,32.06,41.18,4.905,444.7,232.1,39559.24528,27834.4245,27566.1442
8/10/2017 16:30,32.56,40.58,4.909,380.1,239.6,39233.20755,27815.41711,27794.85893
8/10/2017 16:40,32.61,39.55,4.907,618.6,280.1,38983.88457,27910.45407,28137.93103
8/10/2017 16:50,32.98,38.55,4.906,547.1,220.5,38555.56049,27849.63041,27867.08464
8/10/2017 17:00,33.04,36.88,4.908,423.8,224.6,38549.16759,27762.19641,27836.9906
8/10/2017 17:10,33.7,36.05,4.908,374.4,245.2,38184.77248,27655.75502,27939.31034
8/10/2017 17:20,34.98,30.51,4.905,399.3,301.8,38229.52275,27613.93875,28390.721
8/10/2017 17:30,35.28,22.94,4.905,335,278.7,38427.70255,27735.58606,28450.90909
8/10/2017 17:40,34.91,25.01,4.904,386,346.2,38638.66815,27716.57867,28577.30408
8/10/2017 17:50,34.56,25.81,4.904,394.3,356.7,38568.34628,27739.38754,29227.33542
8/10/2017 18:00,34.22,25.88,4.906,246.5,206.3,38446.88124,27697.57128,29744.95298
8/10/2017 18:10,33.92,25.38,4.905,287.6,255.7,38574.73918,27830.62302,30057.93103
8/10/2017 18:20,33.65,25.61,4.904,161.8,134.7,38683.41842,27762.19641,30280.62696
8/10/2017 18:30,33.29,26.18,4.905,119.1,91.5,38894.38402,28248.78564,30551.47335
8/10/2017 18:40,33.16,26.01,4.904,124.2,97.9,39527.2808,28427.45512,31123.26019
8/10/2017 18:50,33.01,26.18,4.904,90.1,73.1,40185.74917,28857.02218,31977.93103
8/10/2017 19:00,32.87,26.44,4.906,78.6,62.26,41036.00444,29210.55966,33163.63636
8/10/2017 19:10,32.76,27.31,4.907,70.7,56.94,43139.26748,31103.69588,35372.53918
8/10/2017 19:20,32.53,27.61,4.904,50.11,39.85,46642.57492,33414.99472,37611.53605
8/10/2017 19:30,32.29,27.94,4.902,25.38,20.06,49199.73363,34734.10771,38749.09091
8/10/2017 19:40,32.21,27.81,4.905,15.29,11.97,50420.77691,35201.68955,39326.89655
8/10/2017 19:50,31.98,27.44,4.906,10.88,8.35,51008.92342,35498.20486,39483.38558
8/10/2017 20:00,31.54,27.84,4.905,5.735,4.252,51143.17425,35334.74129,39405.14107
8/10/2017 20:10,31.25,29.18,4.905,1.447,1.237,50970.56604,35410.77086,39092.16301
8/10/2017 20:20,30.99,30.28,4.905,0.49,0.393,50804.35072,35129.46146,38688.90282
8/10/2017 20:30,30.69,29.98,4.907,0.113,0.133,50260.9545,34813.93875,38285.64263
8/10/2017 20:40,30.48,29.94,4.907,0.062,0.074,50401.59822,34848.15206,38177.30408
8/10/2017 20:50,30.26,29.31,4.91,0.077,0.085,50005.23862,34665.6811,37798.11912
8/10/2017 21:00,29.99,29.74,4.903,0.124,0.096,49429.87791,34160.08448,37930.53292
8/10/2017 21:10,29.81,29.74,4.906,0.066,0.137,49404.30633,33928.1943,37701.81818
8/10/2017 21:20,29.71,30.24,4.909,0.099,0.074,49027.12542,33772.33369,37503.19749
8/10/2017 21:30,29.49,30.54,4.905,0.073,0.07,48918.44617,33673.49525,37304.5768
8/10/2017 21:40,29.39,30.54,4.906,0.077,0.085,48637.15871,33441.60507,36786.95925
8/10/2017 21:50,29.41,30.54,4.908,0.077,0.093,47799.68923,33175.50158,36467.96238
8/10/2017 22:00,29.41,30.64,4.904,0.077,0.096,47390.54384,32917.00106,36064.70219
8/10/2017 22:10,29.08,31.28,4.908,0.077,0.033,46655.36071,32525.44879,35775.79937
8/10/2017 22:20,28.9,31.34,4.91,0.084,0.078,45996.89234,32358.18374,35498.93417
8/10/2017 22:30,28.75,31.11,4.908,0.08,0.107,44980.42175,31438.22598,34578.05643
8/10/2017 22:40,28.72,30.41,4.909,0.08,0.104,44072.63041,30788.17318,34138.68339
8/10/2017 22:50,28.71,30.44,4.912,0.08,0.1,43369.41176,30457.44456,33693.29154
8/10/2017 23:00,28.66,30.51,4.904,0.066,0.096,42442.44173,30259.76769,33211.78683
8/10/2017 23:10,28.74,30.44,4.904,0.077,0.093,42014.11765,29754.17107,32886.77116
8/10/2017 23:20,28.83,30.58,4.907,0.073,0.07,41208.61265,29339.80993,32603.88715
8/10/2017 23:30,28.78,30.74,4.908,0.077,0.089,40428.67925,28803.80148,32026.0815
8/10/2017 23:40,28.66,31.48,4.909,0.062,0.093,39674.31743,28518.6906,31394.10658
8/10/2017 23:50,28.65,31.51,4.91,0.08,0.096,38715.38291,27982.68215,30948.71473
8/11/2017 0:00,28.68,31.24,4.905,0.088,0.089,37890.69922,27431.46779,30178.30721
8/11/2017 0:10,28.6,31.81,4.908,0.084,0.144,37040.44395,27074.12883,29696.80251
8/11/2017 0:20,28.34,32.34,4.908,0.091,0.078,36177.40289,26640.7603,29413.9185
8/11/2017 0:30,28.13,33.28,4.907,0.113,0.059,35640.39956,26226.39916,28848.15047
8/11/2017 0:40,27.86,33.71,4.909,0.095,0.067,34726.21532,25865.25871,28053.66771
8/11/2017 0:50,27.77,33.88,4.907,0.088,0.093,34138.06881,24880.67582,27325.39185
8/11/2017 1:00,27.88,33.88,4.903,0.062,0.1,33351.74251,24500.52798,26627.21003
8/11/2017 1:10,27.96,33.64,4.907,0.102,0.081,32801.95339,23911.29884,26127.6489
8/11/2017 1:20,27.89,34.61,4.908,0.08,0.089,32559.02331,23736.43083,25706.33229
8/11/2017 1:30,27.65,35.25,4.908,0.121,0.074,32303.30744,23709.82049,25110.47022
8/11/2017 1:40,27.85,34.84,4.907,0.102,0.044,31990.05549,23063.56917,24634.98433
8/11/2017 1:50,27.95,35.05,4.905,0.073,0.063,31446.65927,22611.19324,24219.68652
8/11/2017 2:00,27.94,35.95,4.905,0.069,0.119,31095.04994,22409.71489,23352.97806
8/11/2017 2:10,27.22,37.48,4.905,0.091,0.074,31011.94229,22158.81732,22901.5674
8/11/2017 2:20,27.06,37.51,4.904,0.099,0.081,30379.0455,22174.02323,22660.81505
8/11/2017 2:30,27.23,36.78,4.907,0.088,0.096,30180.8657,22029.56705,22498.30721
8/11/2017 2:40,26.98,36.68,4.907,0.08,0.126,30097.75805,21740.6547,22125.14107
8/11/2017 2:50,26.84,36.85,4.904,0.077,0.085,29803.68479,21368.10982,21938.55799
8/11/2017 3:00,27.22,36.05,4.905,0.077,0.085,29739.75583,21204.64625,21625.57994
8/11/2017 3:10,27.38,34.68,4.907,0.062,0.104,29726.97003,21060.19007,21523.26019
8/11/2017 3:20,27.13,35.05,4.906,0.088,0.093,29573.54051,20847.30729,21445.01567
8/11/2017 3:30,26.8,37.35,4.903,0.099,0.096,29656.64817,20565.99789,21547.33542
8/11/2017 3:40,26.42,38.35,4.906,0.099,0.059,29957.11432,20816.89546,21565.39185
8/11/2017 3:50,26.22,38.85,4.903,0.113,0.085,30155.29412,20828.29989,21842.25705
8/11/2017 4:00,26.07,39.35,4.908,0.062,0.163,30417.40289,21242.66103,21065.83072
8/11/2017 4:10,25.93,40.15,4.906,0.084,0.085,30468.54606,21029.77825,20584.32602
8/11/2017 4:20,26.02,39.58,4.905,0.102,0.07,30295.93785,20866.31468,20096.80251
8/11/2017 4:30,25.76,41.95,4.905,0.099,0.115,29905.97114,20832.10137,19669.46708
8/11/2017 4:40,25.54,42.65,4.91,0.095,0.067,29765.32741,20676.24076,19404.6395
8/11/2017 4:50,25.58,42.11,4.904,0.073,0.119,29234.71698,20235.26927,18724.51411
8/11/2017 5:00,25.61,41.08,4.906,0.102,0.056,27873.02997,19406.54699,18224.95298
8/11/2017 5:10,25.5,42.21,4.908,0.088,0.063,26434.62819,18452.37592,17532.78997
8/11/2017 5:20,25.29,43.95,4.906,0.088,0.085,25782.55272,18296.51531,16858.68339
8/11/2017 5:30,25.09,46.05,4.906,0.073,0.085,25392.58602,17559.02851,15943.82445
8/11/2017 5:40,24.88,49.48,4.903,0.069,0.107,25079.33407,17266.31468,15546.58307
8/11/2017 5:50,24.65,49.65,4.902,0.102,0.093,24868.36848,17243.50581,15546.58307
8/11/2017 6:00,24.68,50.38,4.905,0.069,0.104,24951.47614,17403.1679,15781.31661
8/11/2017 6:10,24.48,52.55,4.903,0.128,0.204,25283.90677,17273.91763,16166.52038
8/11/2017 6:20,24.2,52.72,4.901,0.658,0.574,25245.54939,17517.21225,16557.74295
8/11/2017 6:30,24.08,51.15,4.903,2.35,1.815,25590.76582,17806.1246,16768.40125
8/11/2017 6:40,24.07,50.68,4.902,5.161,4.03,25974.33962,17893.55861,16900.81505
8/11/2017 6:50,24.17,51.25,4.903,13.23,10.22,26076.62597,18376.34636,17075.3605
8/11/2017 7:00,24.09,51.58,4.904,31.79,24.44,26543.30744,18745.08976,17526.77116
8/11/2017 7:10,24.12,51.52,4.903,53.65,41.28,27099.48946,19235.48046,17881.88088
8/11/2017 7:20,24.13,51.22,4.902,75.2,58.27,27681.24306,19991.97466,18351.34796
8/11/2017 7:30,24.11,50.78,4.903,101.3,76.9,28192.67481,20607.81415,18676.36364
8/11/2017 7:40,24.33,49.88,4.902,127.7,89.5,28966.21532,21345.30095,19115.73668
8/11/2017 7:50,24.77,48.85,4.902,158.4,86.3,29656.64817,21744.45618,19218.05643
8/11/2017 8:00,24.86,48.52,4.904,191,87,29829.25638,22189.22914,19639.37304
8/11/2017 8:10,24.83,48.85,4.905,220.7,91.7,30609.18979,22653.0095,20024.5768
8/11/2017 8:20,25.12,48.22,4.905,249.8,94.8,31990.05549,23265.04752,20560.25078
8/11/2017 8:30,25.45,45.98,4.904,282.2,97.7,32130.69922,23477.93031,21336.67712
8/11/2017 8:40,25.85,44.65,4.906,315.6,100.2,32667.70255,23850.47518,21884.38871
8/11/2017 8:50,26.27,42.95,4.903,345.8,101.3,33281.42064,24207.81415,22365.89342
8/11/2017 9:00,26.76,41.85,4.904,381.7,102.6,34163.6404,24508.13094,22757.11599
8/11/2017 9:10,27.38,39.81,4.902,413.5,104.2,34508.85683,25093.55861,23064.07524
8/11/2017 9:20,28.23,36.51,4.905,446,105.2,35244.03996,25697.99366,23377.05329
8/11/2017 9:30,28.83,33.54,4.904,474.3,107.5,35857.75805,26074.34002,23671.97492
8/11/2017 9:40,29.45,31.94,4.903,503.3,107.3,36439.51165,26595.14256,24237.74295
8/11/2017 9:50,30.15,26.31,4.906,534.6,108.5,36759.15649,26884.05491,24526.64577
8/11/2017 10:00,30.72,23.77,4.905,564.6,109.7,37264.19534,27032.31257,24767.39812
8/11/2017 10:10,31.2,21.04,4.905,590.5,110.9,38088.87902,27591.12988,25134.54545
8/11/2017 10:20,31.6,20.47,4.905,613.6,112.5,38523.596,28119.53537,25188.71473
8/11/2017 10:30,32.17,19.67,4.904,634.1,116.1,38964.70588,28237.3812,25411.41066
8/11/2017 10:40,32.41,18.14,4.903,655.8,116.6,39207.63596,28385.63886,25417.42947
8/11/2017 10:50,32.94,17.41,4.905,676,117,39834.13984,28545.30095,25537.80564
8/11/2017 11:00,33.21,17.14,4.904,696.5,117.9,40217.71365,28632.73495,26181.81818
8/11/2017 11:10,33.94,16.24,4.905,710,120.1,40332.78579,28758.18374,26296.17555
8/11/2017 11:20,34.08,16.01,4.905,728,122.7,40460.64373,28898.83844,26205.89342
8/11/2017 11:30,34.44,13.14,4.903,743,123.9,40492.60821,28974.868,26639.24765
8/11/2017 11:40,34.51,13.04,4.905,761,125.6,40773.89567,29096.51531,27102.69592
8/11/2017 11:50,34.7,12.74,4.906,769,128.5,40614.07325,29529.88384,27253.16614
8/11/2017 12:00,34.83,13.07,4.904,781,129.4,40454.25083,29332.20697,27536.05016
8/11/2017 12:10,34.99,13.54,4.904,790,130.2,40249.67814,29252.37592,27722.63323
8/11/2017 12:20,35.13,14.4,4.904,796,130.7,39680.71032,29278.98627,27806.89655
8/11/2017 12:30,35.38,14.54,4.903,805,130.1,39565.63818,28925.44879,27861.06583
8/11/2017 12:40,35.21,24.04,4.905,806,131.1,38881.59822,28674.55121,27867.08464
8/11/2017 12:50,34.13,26.38,4.906,809,131.5,38657.84684,28541.49947,27698.55799
8/11/2017 13:00,34.04,25.41,4.904,810,132.8,38856.02664,28279.19747,27812.91536
8/11/2017 13:10,33.79,26.08,4.906,811,132.7,39412.20866,28446.46251,27867.08464
8/11/2017 13:20,33.69,25.38,4.906,809,132.5,39840.53274,28636.53643,27620.31348
8/11/2017 13:30,33.67,26.31,4.905,808,132.5,40013.14095,28685.95565,27662.44514
8/11/2017 13:40,33.68,24.97,4.905,804,133.9,40275.24972,28746.7793,27517.99373
8/11/2017 13:50,33.96,23.94,4.905,797,134.9,39974.78357,29134.5301,27162.88401
8/11/2017 14:00,34.58,22.11,4.906,790,135.3,39680.71032,29085.11088,26958.24451
8/11/2017 14:10,34.91,21.34,4.904,784,135.1,39520.8879,29066.10348,26946.2069
8/11/2017 14:20,35.05,21.31,4.905,774,134.7,39405.81576,28746.7793,26813.7931
8/11/2017 14:30,35.54,20.71,4.905,765,135.4,39335.4939,28579.51426,26741.5674
8/11/2017 14:40,35.94,20.34,4.903,752,137.3,39380.24417,28492.08025,26404.51411
8/11/2017 14:50,35.89,20.51,4.905,736,137.8,39277.95782,28503.48469,25814.67085
8/11/2017 15:00,35.66,21.81,4.902,723,139.4,39220.42175,28237.3812,25796.61442
8/11/2017 15:10,35.64,21.94,4.905,706,137.7,39105.34961,28073.91763,26019.31034
8/11/2017 15:20,35.22,21.84,4.904,691.4,138.8,39284.35072,27971.27772,26013.29154
8/11/2017 15:30,34.59,24.51,4.905,671.3,141.8,39035.02775,27891.44667,26061.44201
8/11/2017 15:40,34.37,24.17,4.903,641,143.3,38926.3485,27864.83633,26031.34796
8/11/2017 15:50,34.64,23.51,4.904,614.7,145.1,38856.02664,27442.87223,25862.82132
8/11/2017 16:00,34.81,22.14,4.908,611,151.2,38485.23862,27526.50475,26187.83699
8/11/2017 16:10,34.9,21.44,4.906,498.5,171.7,38472.45283,27325.0264,26235.98746
8/11/2017 16:20,35.21,21.41,4.904,561.8,194.9,38312.63041,27207.18057,26416.55172
8/11/2017 16:30,35.24,20.74,4.904,537.1,155,38140.0222,27153.95987,26554.98433
8/11/2017 16:40,35.4,19.74,4.903,502.1,149,37890.69922,27241.39388,26717.49216
8/11/2017 16:50,35.43,19.14,4.905,483.3,149.9,37475.16093,27043.717,26729.52978
8/11/2017 17:00,35.61,19.04,4.908,446.5,156.7,37475.16093,26971.48891,26849.90596
8/11/2017 17:10,35.58,18.71,4.906,427.9,204.2,37558.26859,26693.98099,26873.98119
8/11/2017 17:20,35.55,18.37,4.905,364.6,263.1,37462.37514,26610.34847,26898.05643
8/11/2017 17:30,35.08,19.71,4.906,346.4,289.2,37245.01665,26541.92186,27036.48903
8/11/2017 17:40,34.93,19.24,4.903,324.8,295.6,37155.51609,26724.39282,27367.52351
8/11/2017 17:50,34.9,19.51,4.905,296.1,272.4,37021.26526,26382.25977,27734.67085
8/11/2017 18:00,34.72,20.01,4.905,276.2,256.4,36656.87014,26119.95776,27897.17868
8/11/2017 18:10,34.63,20.17,4.905,227.3,210.3,37021.26526,26294.82577,28162.00627
8/11/2017 18:20,34.91,20.31,4.909,218.4,205.5,37245.01665,26393.6642,28246.26959
8/11/2017 18:30,34.99,21.17,4.909,197.3,185.5,37666.94784,26549.52482,28715.73668
8/11/2017 18:40,35.04,21.27,4.907,169.2,158.9,37922.66371,26785.21647,29263.44828
8/11/2017 18:50,34.94,14.44,4.905,136,127.7,38561.95339,27241.39388,30118.11912
8/11/2017 19:00,34.69,12.27,4.904,100.4,94,39597.60266,27537.90919,31610.7837
8/11/2017 19:10,34.01,12.6,4.904,84.3,78.1,41860.68812,29602.11193,33651.15987
8/11/2017 19:20,33.54,13.6,4.904,69.38,62.93,45357.60266,31194.93136,36197.11599
8/11/2017 19:30,32.94,14.5,4.904,46.77,40.85,47818.86792,32544.45618,37268.46395
8/11/2017 19:40,32.49,15.54,4.905,23.99,19.69,48649.94451,33281.94298,38135.17241
8/11/2017 19:50,32.07,16.91,4.904,10.3,8.22,49161.37625,33304.75185,38135.17241
8/11/2017 20:00,31.64,17.07,4.905,4.587,3.696,49378.73474,33665.89229,37816.17555
8/11/2017 20:10,31.27,18.04,4.906,1.751,1.445,49020.73252,33798.94403,37774.04389
8/11/2017 20:20,31.01,19.21,4.908,0.523,0.411,49097.44728,33806.54699,37629.59248
8/11/2017 20:30,30.8,21.47,4.907,0.143,0.126,48592.40844,33559.4509,37382.82132
8/11/2017 20:40,30.43,23.34,4.909,0.088,0.085,48515.69367,33407.39176,37226.33229
8/11/2017 20:50,30.09,25.14,4.907,0.084,0.096,48119.33407,33194.50898,37075.86207
8/11/2017 21:00,29.95,25.44,4.903,0.077,0.093,47972.29745,33065.25871,36895.29781
8/11/2017 21:10,29.95,25.34,4.908,0.106,0.081,47978.69034,32924.60401,36684.6395
