Wind Speed,general diffuse flows,diffuse flows,Month,Year,Day,DayOfWeek,Hour_sin,Hour_cos,Hour_normalized,Minute_normalized,Zone 1 normalized,Temperature normalized,Humidity normalized,Wind Speed normalized
4.905,146.4,108.6,8,2017,9,2,0.707,-0.707,0.375,0.333,0.46,0.43,0.92,0.987
4.905,197.9,143.2,8,2017,9,2,0.707,-0.707,0.375,0.5,0.381,0.44,0.913,0.987
4.907,257.7,183.2,8,2017,9,2,0.707,-0.707,0.375,0.667,0.38,0.451,0.904,0.988
4.907,266.7,198.2,8,2017,9,2,0.707,-0.707,0.375,0.833,0.412,0.459,0.883,0.988
4.907,270.8,192.7,8,2017,9,2,0.5,-0.866,0.417,0.0,0.434,0.468,0.866,0.988
4.91,412.4,216.8,8,2017,9,2,0.5,-0.866,0.417,0.167,0.467,0.486,0.857,0.988
4.91,683.0,254.1,8,2017,9,2,0.5,-0.866,0.417,0.333,0.496,0.503,0.839,0.988
4.903,349.6,170.7,8,2017,9,2,0.5,-0.866,0.417,0.5,0.545,0.526,0.819,0.987
4.906,499.3,166.0,8,2017,9,2,0.5,-0.866,0.417,0.667,0.57,0.538,0.796,0.987
4.909,446.3,175.9,8,2017,9,2,0.5,-0.866,0.417,0.833,0.59,0.553,0.774,0.988
4.907,479.6,168.7,8,2017,9,2,0.259,-0.966,0.458,0.0,0.605,0.558,0.761,0.988
4.907,699.0,190.6,8,2017,9,2,0.259,-0.966,0.458,0.167,0.627,0.583,0.759,0.988
4.905,684.5,167.0,8,2017,9,2,0.259,-0.966,0.458,0.333,0.64,0.584,0.747,0.987
4.906,731.0,157.3,8,2017,9,2,0.259,-0.966,0.458,0.5,0.65,0.591,0.734,0.987
4.909,752.0,162.0,8,2017,9,2,0.259,-0.966,0.458,0.667,0.655,0.597,0.732,0.988
4.908,809.0,212.8,8,2017,9,2,0.259,-0.966,0.458,0.833,0.681,0.602,0.726,0.988
4.905,837.0,251.2,8,2017,9,2,0.0,-1.0,0.5,0.0,0.68,0.618,0.714,0.987
4.906,572.2,268.4,8,2017,9,2,0.0,-1.0,0.5,0.167,0.685,0.626,0.708,0.987
4.904,655.5,266.5,8,2017,9,2,0.0,-1.0,0.5,0.333,0.691,0.631,0.692,0.987
4.904,762.0,217.7,8,2017,9,2,0.0,-1.0,0.5,0.5,0.698,0.646,0.672,0.987
4.906,848.0,209.7,8,2017,9,2,0.0,-1.0,0.5,0.667,0.69,0.663,0.655,0.987
4.906,670.3,238.5,8,2017,9,2,0.0,-1.0,0.5,0.833,0.696,0.671,0.653,0.987
4.906,806.0,196.4,8,2017,9,2,-0.259,-0.966,0.542,0.0,0.705,0.674,0.654,0.987
4.907,860.0,213.2,8,2017,9,2,-0.259,-0.966,0.542,0.167,0.702,0.696,0.629,0.988
4.906,672.9,310.7,8,2017,9,2,-0.259,-0.966,0.542,0.333,0.71,0.696,0.631,0.987
4.905,446.4,296.5,8,2017,9,2,-0.259,-0.966,0.542,0.5,0.705,0.676,0.646,0.987
4.904,472.2,276.6,8,2017,9,2,-0.259,-0.966,0.542,0.667,0.705,0.665,0.652,0.987
4.907,454.0,232.0,8,2017,9,2,-0.259,-0.966,0.542,0.833,0.701,0.663,0.647,0.988
4.904,746.0,224.3,8,2017,9,2,-0.5,-0.866,0.583,0.0,0.689,0.669,0.651,0.987
4.904,461.1,238.2,8,2017,9,2,-0.5,-0.866,0.583,0.167,0.683,0.665,0.635,0.987
4.905,752.0,272.8,8,2017,9,2,-0.5,-0.866,0.583,0.333,0.691,0.687,0.627,0.987
4.905,872.0,248.7,8,2017,9,2,-0.5,-0.866,0.583,0.5,0.689,0.711,0.616,0.987
4.905,891.0,221.8,8,2017,9,2,-0.5,-0.866,0.583,0.667,0.683,0.707,0.617,0.987
4.907,820.0,182.2,8,2017,9,2,-0.5,-0.866,0.583,0.833,0.682,0.699,0.617,0.988
4.906,797.0,219.5,8,2017,9,2,-0.707,-0.707,0.625,0.0,0.676,0.683,0.603,0.987
4.905,821.0,283.1,8,2017,9,2,-0.707,-0.707,0.625,0.167,0.67,0.683,0.617,0.987
4.907,544.1,241.3,8,2017,9,2,-0.707,-0.707,0.625,0.333,0.668,0.689,0.623,0.988
4.906,430.9,232.5,8,2017,9,2,-0.707,-0.707,0.625,0.5,0.664,0.68,0.631,0.987
4.905,433.2,246.6,8,2017,9,2,-0.707,-0.707,0.625,0.667,0.66,0.66,0.643,0.987
4.905,395.2,242.3,8,2017,9,2,-0.707,-0.707,0.625,0.833,0.665,0.659,0.642,0.987
4.904,484.8,243.2,8,2017,9,2,-0.866,-0.5,0.667,0.0,0.654,0.66,0.625,0.987
4.904,334.9,212.5,8,2017,9,2,-0.866,-0.5,0.667,0.167,0.649,0.645,0.651,0.987
4.904,396.6,215.6,8,2017,9,2,-0.866,-0.5,0.667,0.333,0.64,0.645,0.65,0.987
4.908,320.2,197.7,8,2017,9,2,-0.866,-0.5,0.667,0.5,0.641,0.632,0.654,0.988
4.904,342.5,198.6,8,2017,9,2,-0.866,-0.5,0.667,0.667,0.636,0.629,0.65,0.987
4.906,277.3,176.2,8,2017,9,2,-0.866,-0.5,0.667,0.833,0.627,0.635,0.642,0.987
4.908,487.0,256.3,8,2017,9,2,-0.966,-0.259,0.708,0.0,0.622,0.654,0.629,0.988
4.907,507.1,347.6,8,2017,9,2,-0.966,-0.259,0.708,0.167,0.621,0.685,0.621,0.988
4.904,431.5,376.3,8,2017,9,2,-0.966,-0.259,0.708,0.333,0.613,0.706,0.603,0.987
4.908,384.6,360.7,8,2017,9,2,-0.966,-0.259,0.708,0.5,0.607,0.71,0.595,0.988
4.904,355.6,332.2,8,2017,9,2,-0.966,-0.259,0.708,0.667,0.604,0.711,0.594,0.987
4.905,341.1,316.0,8,2017,9,2,-0.966,-0.259,0.708,0.833,0.61,0.732,0.593,0.987
4.908,170.4,149.4,8,2017,9,2,-1.0,-0.0,0.75,0.0,0.613,0.721,0.602,0.988
4.905,245.3,230.4,8,2017,9,2,-1.0,-0.0,0.75,0.167,0.608,0.697,0.624,0.987
4.905,261.1,248.7,8,2017,9,2,-1.0,-0.0,0.75,0.333,0.607,0.687,0.631,0.987
4.905,233.3,222.4,8,2017,9,2,-1.0,-0.0,0.75,0.5,0.604,0.688,0.629,0.987
4.905,189.1,182.0,8,2017,9,2,-1.0,-0.0,0.75,0.667,0.609,0.678,0.642,0.987
4.906,151.3,146.5,8,2017,9,2,-1.0,-0.0,0.75,0.833,0.625,0.667,0.651,0.987
4.903,121.0,116.8,8,2017,9,2,-0.966,0.259,0.792,0.0,0.657,0.665,0.649,0.987
4.907,85.2,80.3,8,2017,9,2,-0.966,0.259,0.792,0.167,0.703,0.662,0.645,0.988
4.904,49.28,44.62,8,2017,9,2,-0.966,0.259,0.792,0.333,0.8,0.653,0.652,0.987
4.904,27.87,25.06,8,2017,9,2,-0.966,0.259,0.792,0.5,0.875,0.65,0.655,0.987
4.904,30.74,28.28,8,2017,9,2,-0.966,0.259,0.792,0.667,0.903,0.646,0.656,0.987
4.903,24.67,21.63,8,2017,9,2,-0.966,0.259,0.792,0.833,0.924,0.697,0.602,0.987
4.908,11.25,9.67,8,2017,9,2,-0.866,0.5,0.833,0.0,0.914,0.726,0.48,0.988
4.903,3.897,3.304,8,2017,9,2,-0.866,0.5,0.833,0.167,0.922,0.716,0.472,0.987
4.907,1.583,1.393,8,2017,9,2,-0.866,0.5,0.833,0.333,0.916,0.689,0.472,0.988
4.908,0.234,0.237,8,2017,9,2,-0.866,0.5,0.833,0.5,0.909,0.675,0.449,0.988
4.907,0.095,0.13,8,2017,9,2,-0.866,0.5,0.833,0.667,0.904,0.667,0.431,0.988
4.907,0.091,0.141,8,2017,9,2,-0.866,0.5,0.833,0.833,0.892,0.663,0.421,0.988
4.903,0.099,0.056,8,2017,9,2,-0.707,0.707,0.875,0.0,0.877,0.646,0.449,0.987
4.905,0.095,0.044,8,2017,9,2,-0.707,0.707,0.875,0.167,0.865,0.635,0.46,0.987
4.906,0.121,0.052,8,2017,9,2,-0.707,0.707,0.875,0.333,0.851,0.629,0.47,0.987
4.902,0.099,0.115,8,2017,9,2,-0.707,0.707,0.875,0.5,0.848,0.63,0.47,0.987
4.904,0.08,0.074,8,2017,9,2,-0.707,0.707,0.875,0.667,0.832,0.622,0.475,0.987
4.907,0.106,0.1,8,2017,9,2,-0.707,0.707,0.875,0.833,0.817,0.611,0.493,0.988
4.904,0.121,0.078,8,2017,9,2,-0.5,0.866,0.917,0.0,0.808,0.598,0.505,0.987
4.907,0.077,0.107,8,2017,9,2,-0.5,0.866,0.917,0.167,0.795,0.593,0.507,0.988
4.906,0.091,0.111,8,2017,9,2,-0.5,0.866,0.917,0.333,0.777,0.587,0.508,0.987
4.906,0.124,0.089,8,2017,9,2,-0.5,0.866,0.917,0.5,0.758,0.583,0.507,0.987
4.907,0.11,0.074,8,2017,9,2,-0.5,0.866,0.917,0.667,0.729,0.581,0.505,0.988
4.908,0.077,0.119,8,2017,9,2,-0.5,0.866,0.917,0.833,0.711,0.575,0.511,0.988
4.9,0.088,0.115,8,2017,9,2,-0.259,0.966,0.958,0.0,0.679,0.568,0.515,0.986
4.902,0.084,0.126,8,2017,9,2,-0.259,0.966,0.958,0.167,0.654,0.56,0.518,0.987
4.906,0.102,0.063,8,2017,9,2,-0.259,0.966,0.958,0.333,0.634,0.552,0.523,0.987
4.905,0.11,0.085,8,2017,9,2,-0.259,0.966,0.958,0.5,0.61,0.556,0.512,0.987
4.906,0.102,0.089,8,2017,9,2,-0.259,0.966,0.958,0.667,0.58,0.559,0.499,0.987
4.907,0.106,0.085,8,2017,9,2,-0.259,0.966,0.958,0.833,0.558,0.551,0.513,0.988
4.901,0.102,0.052,8,2017,10,3,0.0,1.0,0.0,0.0,0.521,0.54,0.524,0.986
4.903,0.106,0.089,8,2017,10,3,0.0,1.0,0.0,0.167,0.498,0.535,0.533,0.987
4.904,0.106,0.104,8,2017,10,3,0.0,1.0,0.0,0.333,0.482,0.524,0.542,0.987
4.904,0.066,0.144,8,2017,10,3,0.0,1.0,0.0,0.5,0.46,0.516,0.548,0.987
4.905,0.117,0.052,8,2017,10,3,0.0,1.0,0.0,0.667,0.444,0.518,0.541,0.987
4.905,0.106,0.082,8,2017,10,3,0.0,1.0,0.0,0.833,0.431,0.516,0.536,0.987
4.9,0.099,0.082,8,2017,10,3,0.259,0.966,0.042,0.0,0.411,0.512,0.54,0.986
4.902,0.095,0.119,8,2017,10,3,0.259,0.966,0.042,0.167,0.397,0.506,0.542,0.987
4.901,0.099,0.104,8,2017,10,3,0.259,0.966,0.042,0.333,0.391,0.515,0.53,0.986
4.904,0.121,0.059,8,2017,10,3,0.259,0.966,0.042,0.5,0.379,0.517,0.522,0.987
4.907,0.117,0.037,8,2017,10,3,0.259,0.966,0.042,0.667,0.367,0.513,0.526,0.988
4.903,0.121,0.052,8,2017,10,3,0.259,0.966,0.042,0.833,0.36,0.504,0.54,0.987
4.902,0.106,0.096,8,2017,10,3,0.5,0.866,0.083,0.0,0.342,0.501,0.538,0.987
4.902,0.121,0.104,8,2017,10,3,0.5,0.866,0.083,0.167,0.328,0.496,0.544,0.987
4.904,0.117,0.074,8,2017,10,3,0.5,0.866,0.083,0.333,0.322,0.486,0.57,0.987
4.901,0.128,0.048,8,2017,10,3,0.5,0.866,0.083,0.5,0.316,0.46,0.586,0.986
4.903,0.095,0.122,8,2017,10,3,0.5,0.866,0.083,0.667,0.307,0.455,0.582,0.987
4.903,0.102,0.085,8,2017,10,3,0.5,0.866,0.083,0.833,0.309,0.45,0.579,0.987
4.902,0.11,0.104,8,2017,10,3,0.707,0.707,0.125,0.0,0.302,0.449,0.579,0.987
4.903,0.091,0.085,8,2017,10,3,0.707,0.707,0.125,0.167,0.3,0.449,0.579,0.987
4.902,0.08,0.081,8,2017,10,3,0.707,0.707,0.125,0.333,0.301,0.453,0.567,0.987
4.901,0.113,0.078,8,2017,10,3,0.707,0.707,0.125,0.5,0.297,0.453,0.56,0.986
4.903,0.102,0.085,8,2017,10,3,0.707,0.707,0.125,0.667,0.298,0.456,0.552,0.987
4.903,0.08,0.074,8,2017,10,3,0.707,0.707,0.125,0.833,0.307,0.453,0.551,0.987
4.905,0.102,0.089,8,2017,10,3,0.866,0.5,0.167,0.0,0.31,0.466,0.549,0.987
4.902,0.088,0.093,8,2017,10,3,0.866,0.5,0.167,0.167,0.3,0.476,0.512,0.987
4.902,0.113,0.089,8,2017,10,3,0.866,0.5,0.167,0.333,0.296,0.477,0.512,0.987
4.903,0.088,0.107,8,2017,10,3,0.866,0.5,0.167,0.5,0.301,0.47,0.516,0.987
4.903,0.08,0.126,8,2017,10,3,0.866,0.5,0.167,0.667,0.293,0.469,0.516,0.987
4.905,0.128,0.093,8,2017,10,3,0.866,0.5,0.167,0.833,0.272,0.463,0.529,0.987
4.903,0.113,0.111,8,2017,10,3,0.966,0.259,0.208,0.0,0.232,0.462,0.533,0.987
4.904,0.069,0.111,8,2017,10,3,0.966,0.259,0.208,0.167,0.191,0.457,0.553,0.987
4.902,0.077,0.152,8,2017,10,3,0.966,0.259,0.208,0.333,0.169,0.443,0.58,0.987
4.903,0.099,0.133,8,2017,10,3,0.966,0.259,0.208,0.5,0.152,0.43,0.602,0.987
4.9,0.095,0.104,8,2017,10,3,0.966,0.259,0.208,0.667,0.145,0.422,0.623,0.986
4.9,0.08,0.089,8,2017,10,3,0.966,0.259,0.208,0.833,0.142,0.405,0.643,0.986
4.904,0.08,0.1,8,2017,10,3,1.0,0.0,0.25,0.0,0.151,0.39,0.649,0.987
4.902,0.124,0.144,8,2017,10,3,1.0,0.0,0.25,0.167,0.149,0.382,0.665,0.987
4.902,0.417,0.3,8,2017,10,3,1.0,0.0,0.25,0.333,0.164,0.376,0.668,0.987
4.903,1.579,1.215,8,2017,10,3,1.0,0.0,0.25,0.5,0.179,0.375,0.663,0.987
4.902,5.107,4.171,8,2017,10,3,1.0,0.0,0.25,0.667,0.187,0.387,0.649,0.987
4.903,9.87,8.12,8,2017,10,3,1.0,0.0,0.25,0.833,0.193,0.39,0.631,0.987
4.903,17.18,13.19,8,2017,10,3,0.966,-0.259,0.292,0.0,0.213,0.389,0.631,0.987
4.901,28.14,21.03,8,2017,10,3,0.966,-0.259,0.292,0.167,0.227,0.394,0.619,0.986
4.903,29.37,22.04,8,2017,10,3,0.966,-0.259,0.292,0.333,0.266,0.394,0.623,0.987
4.904,25.01,18.73,8,2017,10,3,0.966,-0.259,0.292,0.5,0.273,0.39,0.63,0.987
4.902,41.7,31.42,8,2017,10,3,0.966,-0.259,0.292,0.667,0.273,0.388,0.631,0.987
4.903,75.2,56.7,8,2017,10,3,0.966,-0.259,0.292,0.833,0.285,0.399,0.624,0.987
4.904,92.3,69.74,8,2017,10,3,0.866,-0.5,0.333,0.0,0.305,0.403,0.619,0.987
4.901,112.0,83.8,8,2017,10,3,0.866,-0.5,0.333,0.167,0.325,0.412,0.616,0.986
4.901,147.8,106.2,8,2017,10,3,0.866,-0.5,0.333,0.333,0.344,0.438,0.601,0.986
4.902,201.7,139.4,8,2017,10,3,0.866,-0.5,0.333,0.5,0.369,0.469,0.555,0.987
4.902,185.3,131.9,8,2017,10,3,0.866,-0.5,0.333,0.667,0.394,0.487,0.544,0.987
4.903,164.6,121.2,8,2017,10,3,0.866,-0.5,0.333,0.833,0.403,0.49,0.549,0.987
4.903,164.7,125.5,8,2017,10,3,0.707,-0.707,0.375,0.0,0.429,0.482,0.561,0.987
4.903,187.2,146.8,8,2017,10,3,0.707,-0.707,0.375,0.167,0.449,0.477,0.58,0.987
4.901,209.8,161.0,8,2017,10,3,0.707,-0.707,0.375,0.333,0.46,0.477,0.592,0.986
4.902,195.3,151.7,8,2017,10,3,0.707,-0.707,0.375,0.5,0.403,0.477,0.591,0.987
4.902,182.6,142.9,8,2017,10,3,0.707,-0.707,0.375,0.667,0.364,0.484,0.59,0.987
4.904,168.2,130.7,8,2017,10,3,0.707,-0.707,0.375,0.833,0.404,0.486,0.588,0.987
4.902,177.0,135.9,8,2017,10,3,0.5,-0.866,0.417,0.0,0.477,0.498,0.575,0.987
4.903,212.8,159.4,8,2017,10,3,0.5,-0.866,0.417,0.167,0.522,0.511,0.562,0.987
4.903,234.9,172.9,8,2017,10,3,0.5,-0.866,0.417,0.333,0.586,0.521,0.555,0.987
4.902,255.0,192.9,8,2017,10,3,0.5,-0.866,0.417,0.5,0.613,0.53,0.528,0.987
4.903,315.4,239.5,8,2017,10,3,0.5,-0.866,0.417,0.667,0.638,0.534,0.533,0.987
4.902,395.5,265.1,8,2017,10,3,0.5,-0.866,0.417,0.833,0.651,0.542,0.536,0.987
4.903,385.1,266.8,8,2017,10,3,0.259,-0.966,0.458,0.0,0.675,0.56,0.524,0.987
4.904,606.9,290.1,8,2017,10,3,0.259,-0.966,0.458,0.167,0.684,0.571,0.513,0.987
4.903,636.1,252.8,8,2017,10,3,0.259,-0.966,0.458,0.333,0.687,0.595,0.506,0.987
4.9,576.6,267.1,8,2017,10,3,0.259,-0.966,0.458,0.5,0.693,0.611,0.495,0.986
4.901,537.3,288.7,8,2017,10,3,0.259,-0.966,0.458,0.667,0.693,0.632,0.472,0.986
4.906,722.0,228.3,8,2017,10,3,0.259,-0.966,0.458,0.833,0.698,0.649,0.458,0.987
4.904,827.0,156.2,8,2017,10,3,0.0,-1.0,0.5,0.0,0.699,0.669,0.452,0.987
4.905,819.0,121.7,8,2017,10,3,0.0,-1.0,0.5,0.167,0.704,0.711,0.429,0.987
4.904,813.0,111.3,8,2017,10,3,0.0,-1.0,0.5,0.333,0.709,0.757,0.393,0.987
4.902,825.0,114.7,8,2017,10,3,0.0,-1.0,0.5,0.5,0.705,0.806,0.36,0.987
4.906,824.0,106.4,8,2017,10,3,0.0,-1.0,0.5,0.667,0.693,0.842,0.241,0.987
4.907,833.0,107.4,8,2017,10,3,0.0,-1.0,0.5,0.833,0.697,0.854,0.247,0.988
4.905,839.0,108.1,8,2017,10,3,-0.259,-0.966,0.542,0.0,0.701,0.867,0.245,0.987
4.903,858.0,121.1,8,2017,10,3,-0.259,-0.966,0.542,0.167,0.708,0.908,0.229,0.987
4.905,896.0,153.9,8,2017,10,3,-0.259,-0.966,0.542,0.333,0.709,0.92,0.225,0.987
4.903,705.0,203.1,8,2017,10,3,-0.259,-0.966,0.542,0.5,0.704,0.941,0.216,0.987
4.907,679.8,217.7,8,2017,10,3,-0.259,-0.966,0.542,0.667,0.707,0.956,0.207,0.988
4.908,766.0,243.2,8,2017,10,3,-0.259,-0.966,0.542,0.833,0.696,0.971,0.201,0.988
4.908,846.0,153.1,8,2017,10,3,-0.5,-0.866,0.583,0.0,0.697,0.977,0.205,0.988
4.908,747.0,140.9,8,2017,10,3,-0.5,-0.866,0.583,0.167,0.691,0.997,0.194,0.988
4.907,729.0,138.1,8,2017,10,3,-0.5,-0.866,0.583,0.333,0.696,0.992,0.179,0.988
4.907,708.0,156.5,8,2017,10,3,-0.5,-0.866,0.583,0.5,0.689,0.938,0.31,0.988
4.909,845.0,169.0,8,2017,10,3,-0.5,-0.866,0.583,0.667,0.685,0.846,0.329,0.988
4.907,812.0,155.2,8,2017,10,3,-0.5,-0.866,0.583,0.833,0.679,0.832,0.34,0.988
4.906,622.4,187.6,8,2017,10,3,-0.707,-0.707,0.625,0.0,0.673,0.834,0.349,0.987
4.905,572.8,224.3,8,2017,10,3,-0.707,-0.707,0.625,0.167,0.674,0.815,0.352,0.987
4.906,464.1,250.1,8,2017,10,3,-0.707,-0.707,0.625,0.333,0.664,0.795,0.358,0.987
4.904,623.7,284.9,8,2017,10,3,-0.707,-0.707,0.625,0.5,0.657,0.801,0.358,0.987
4.904,675.5,264.9,8,2017,10,3,-0.707,-0.707,0.625,0.667,0.658,0.805,0.345,0.987
4.909,572.5,247.7,8,2017,10,3,-0.707,-0.707,0.625,0.833,0.647,0.801,0.349,0.988
4.908,429.9,236.9,8,2017,10,3,-0.866,-0.5,0.667,0.0,0.639,0.789,0.358,0.988
4.905,420.1,228.0,8,2017,10,3,-0.866,-0.5,0.667,0.167,0.637,0.768,0.365,0.987
4.905,444.7,232.1,8,2017,10,3,-0.866,-0.5,0.667,0.333,0.627,0.772,0.355,0.987
4.909,380.1,239.6,8,2017,10,3,-0.866,-0.5,0.667,0.5,0.618,0.802,0.348,0.988
4.907,618.6,280.1,8,2017,10,3,-0.866,-0.5,0.667,0.667,0.61,0.805,0.335,0.988
4.906,547.1,220.5,8,2017,10,3,-0.866,-0.5,0.667,0.833,0.598,0.826,0.323,0.987
4.908,423.8,224.6,8,2017,10,3,-0.966,-0.259,0.708,0.0,0.597,0.83,0.303,0.988
4.908,374.4,245.2,8,2017,10,3,-0.966,-0.259,0.708,0.167,0.587,0.869,0.292,0.988
4.905,399.3,301.8,8,2017,10,3,-0.966,-0.259,0.708,0.333,0.588,0.944,0.224,0.987
4.905,335.0,278.7,8,2017,10,3,-0.966,-0.259,0.708,0.5,0.594,0.961,0.131,0.987
4.904,386.0,346.2,8,2017,10,3,-0.966,-0.259,0.708,0.667,0.6,0.94,0.157,0.987
4.904,394.3,356.7,8,2017,10,3,-0.966,-0.259,0.708,0.833,0.598,0.919,0.166,0.987
4.906,246.5,206.3,8,2017,10,3,-1.0,-0.0,0.75,0.0,0.594,0.899,0.167,0.987
4.905,287.6,255.7,8,2017,10,3,-1.0,-0.0,0.75,0.167,0.598,0.882,0.161,0.987
4.904,161.8,134.7,8,2017,10,3,-1.0,-0.0,0.75,0.333,0.601,0.866,0.164,0.987
4.905,119.1,91.5,8,2017,10,3,-1.0,-0.0,0.75,0.5,0.608,0.845,0.171,0.987
4.904,124.2,97.9,8,2017,10,3,-1.0,-0.0,0.75,0.667,0.626,0.837,0.169,0.987
4.904,90.1,73.1,8,2017,10,3,-1.0,-0.0,0.75,0.833,0.646,0.828,0.171,0.987
4.906,78.6,62.26,8,2017,10,3,-0.966,0.259,0.792,0.0,0.671,0.82,0.174,0.987
4.907,70.7,56.94,8,2017,10,3,-0.966,0.259,0.792,0.167,0.733,0.813,0.185,0.988
4.904,50.11,39.85,8,2017,10,3,-0.966,0.259,0.792,0.333,0.836,0.8,0.189,0.987
4.902,25.38,20.06,8,2017,10,3,-0.966,0.259,0.792,0.5,0.911,0.786,0.193,0.987
4.905,15.29,11.97,8,2017,10,3,-0.966,0.259,0.792,0.667,0.947,0.781,0.191,0.987
4.906,10.88,8.35,8,2017,10,3,-0.966,0.259,0.792,0.833,0.965,0.768,0.187,0.987
4.905,5.735,4.252,8,2017,10,3,-0.866,0.5,0.833,0.0,0.969,0.742,0.191,0.987
4.905,1.447,1.237,8,2017,10,3,-0.866,0.5,0.833,0.167,0.964,0.725,0.208,0.987
4.905,0.49,0.393,8,2017,10,3,-0.866,0.5,0.833,0.333,0.959,0.71,0.221,0.987
4.907,0.113,0.133,8,2017,10,3,-0.866,0.5,0.833,0.5,0.943,0.692,0.218,0.988
4.907,0.062,0.074,8,2017,10,3,-0.866,0.5,0.833,0.667,0.947,0.68,0.217,0.988
4.91,0.077,0.085,8,2017,10,3,-0.866,0.5,0.833,0.833,0.935,0.667,0.21,0.988
4.903,0.124,0.096,8,2017,10,3,-0.707,0.707,0.875,0.0,0.918,0.651,0.215,0.987
4.906,0.066,0.137,8,2017,10,3,-0.707,0.707,0.875,0.167,0.917,0.64,0.215,0.987
4.909,0.099,0.074,8,2017,10,3,-0.707,0.707,0.875,0.333,0.906,0.635,0.221,0.988
4.905,0.073,0.07,8,2017,10,3,-0.707,0.707,0.875,0.5,0.903,0.622,0.225,0.987
4.906,0.077,0.085,8,2017,10,3,-0.707,0.707,0.875,0.667,0.895,0.616,0.225,0.987
4.908,0.077,0.093,8,2017,10,3,-0.707,0.707,0.875,0.833,0.87,0.617,0.225,0.988
4.904,0.077,0.096,8,2017,10,3,-0.5,0.866,0.917,0.0,0.858,0.617,0.226,0.987
4.908,0.077,0.033,8,2017,10,3,-0.5,0.866,0.917,0.167,0.836,0.598,0.234,0.988
4.91,0.084,0.078,8,2017,10,3,-0.5,0.866,0.917,0.333,0.817,0.587,0.234,0.988
4.908,0.08,0.107,8,2017,10,3,-0.5,0.866,0.917,0.5,0.787,0.578,0.232,0.988
4.909,0.08,0.104,8,2017,10,3,-0.5,0.866,0.917,0.667,0.76,0.577,0.223,0.988
4.912,0.08,0.1,8,2017,10,3,-0.5,0.866,0.917,0.833,0.74,0.576,0.223,0.989
4.904,0.066,0.096,8,2017,10,3,-0.259,0.966,0.958,0.0,0.712,0.573,0.224,0.987
4.904,0.077,0.093,8,2017,10,3,-0.259,0.966,0.958,0.167,0.7,0.578,0.223,0.987
4.907,0.073,0.07,8,2017,10,3,-0.259,0.966,0.958,0.333,0.676,0.583,0.225,0.988
4.908,0.077,0.089,8,2017,10,3,-0.259,0.966,0.958,0.5,0.653,0.58,0.227,0.988
4.909,0.062,0.093,8,2017,10,3,-0.259,0.966,0.958,0.667,0.631,0.573,0.236,0.988
4.91,0.08,0.096,8,2017,10,3,-0.259,0.966,0.958,0.833,0.602,0.572,0.237,0.988
4.905,0.088,0.089,8,2017,11,4,0.0,1.0,0.0,0.0,0.578,0.574,0.233,0.987
4.908,0.084,0.144,8,2017,11,4,0.0,1.0,0.0,0.167,0.553,0.57,0.24,0.988
4.908,0.091,0.078,8,2017,11,4,0.0,1.0,0.0,0.333,0.528,0.554,0.247,0.988
4.907,0.113,0.059,8,2017,11,4,0.0,1.0,0.0,0.5,0.512,0.542,0.258,0.988
4.909,0.095,0.067,8,2017,11,4,0.0,1.0,0.0,0.667,0.485,0.526,0.264,0.988
4.907,0.088,0.093,8,2017,11,4,0.0,1.0,0.0,0.833,0.467,0.521,0.266,0.988
4.903,0.062,0.1,8,2017,11,4,0.259,0.966,0.042,0.0,0.444,0.527,0.266,0.987
4.907,0.102,0.081,8,2017,11,4,0.259,0.966,0.042,0.167,0.428,0.532,0.263,0.988
4.908,0.08,0.089,8,2017,11,4,0.259,0.966,0.042,0.333,0.421,0.528,0.275,0.988
4.908,0.121,0.074,8,2017,11,4,0.259,0.966,0.042,0.5,0.413,0.514,0.283,0.988
4.907,0.102,0.044,8,2017,11,4,0.259,0.966,0.042,0.667,0.404,0.526,0.278,0.988
4.905,0.073,0.063,8,2017,11,4,0.259,0.966,0.042,0.833,0.388,0.531,0.28,0.987
4.905,0.069,0.119,8,2017,11,4,0.5,0.866,0.083,0.0,0.378,0.531,0.291,0.987
4.905,0.091,0.074,8,2017,11,4,0.5,0.866,0.083,0.167,0.375,0.489,0.31,0.987
4.904,0.099,0.081,8,2017,11,4,0.5,0.866,0.083,0.333,0.357,0.479,0.31,0.987
4.907,0.088,0.096,8,2017,11,4,0.5,0.866,0.083,0.5,0.351,0.489,0.301,0.988
4.907,0.08,0.126,8,2017,11,4,0.5,0.866,0.083,0.667,0.348,0.474,0.3,0.988
4.904,0.077,0.085,8,2017,11,4,0.5,0.866,0.083,0.833,0.34,0.466,0.302,0.987
4.905,0.077,0.085,8,2017,11,4,0.707,0.707,0.125,0.0,0.338,0.489,0.292,0.987
4.907,0.062,0.104,8,2017,11,4,0.707,0.707,0.125,0.167,0.337,0.498,0.276,0.988
4.906,0.088,0.093,8,2017,11,4,0.707,0.707,0.125,0.333,0.333,0.483,0.28,0.987
4.903,0.099,0.096,8,2017,11,4,0.707,0.707,0.125,0.5,0.335,0.464,0.308,0.987
4.906,0.099,0.059,8,2017,11,4,0.707,0.707,0.125,0.667,0.344,0.442,0.321,0.987
4.903,0.113,0.085,8,2017,11,4,0.707,0.707,0.125,0.833,0.35,0.43,0.327,0.987
4.908,0.062,0.163,8,2017,11,4,0.866,0.5,0.167,0.0,0.358,0.421,0.333,0.988
